,request_id,o_lat,o_lon,d_lat,d_lon,departure_time,passengers,fleet_id
0,0,39.74721571,-104.98947340000002,39.74402659,-104.98982340000002,1970-01-01 00:02:00,2,tnc_2
1,1,39.7558352,-104.9847758,39.74251202,-104.98141640000001,1970-01-01 00:02:00,1,tnc_2
2,2,39.75248904,-104.995861,39.74775258,-104.97762560000001,1970-01-01 00:03:00,2,tnc_1
3,3,39.76289975,-104.97435300000001,39.74615934,-104.9745856,1970-01-01 00:04:00,4,tnc_2
4,4,39.75804013,-104.97703090000002,39.75572344,-104.97996499999999,1970-01-01 00:04:00,4,tnc_1
5,5,39.75025942,-104.97413490000001,39.74888392,-104.9935772,1970-01-01 00:05:00,1,tnc_1
6,6,39.74335033,-104.9738226,39.7454719,-104.98430630000001,1970-01-01 00:05:00,2,tnc_1
7,7,39.76369627,-104.97587320000001,39.74752345,-104.9808659,1970-01-01 00:05:00,1,tnc_2
8,8,39.7562153,-104.98366229999999,39.74410796,-104.9780261,1970-01-01 00:05:00,3,tnc_1
9,9,39.76168161,-104.9830618,39.7575091,-104.97601740000002,1970-01-01 00:06:00,4,tnc_1
10,10,39.74702561,-104.9900301,39.7426598,-104.98997340000001,1970-01-01 00:06:00,1,tnc_1
11,11,39.7502112,-104.99611090000002,39.7480936,-104.97919569999999,1970-01-01 00:06:00,4,tnc_2
12,12,39.75218765,-104.991607,39.76361821,-104.9812412,1970-01-01 00:07:00,3,tnc_2
13,13,39.75477591,-104.9763179,39.7601667,-104.97465349999999,1970-01-01 00:08:00,2,tnc_1
14,14,39.75040132,-104.99555420000002,39.74471158,-104.9865332,1970-01-01 00:09:00,1,tnc_2
15,15,39.76433919,-104.9816979,39.75317735,-104.98613950000001,1970-01-01 00:09:00,4,tnc_1
16,16,39.74653392,-104.9863331,39.76832667,-104.9764361,1970-01-01 00:10:00,3,tnc_2
17,17,39.75621223,-104.9900934,39.75682453,-104.9793081,1970-01-01 00:10:00,2,tnc_2
18,18,39.7500304,-104.9773753,39.75089632,-104.99282050000001,1970-01-01 00:10:00,1,tnc_1
19,19,39.74941484,-104.99459070000002,39.76335273,-104.9807344,1970-01-01 00:10:00,2,tnc_1
20,20,39.74843718,-104.9743352,39.75093222,-104.99656770000001,1970-01-01 00:12:00,1,tnc_1
21,21,39.756067,-104.9751041,39.74436745,-104.9913935,1970-01-01 00:13:00,3,tnc_2
22,22,39.74638586,-104.97777579999999,39.75784739,-104.9840189,1970-01-01 00:13:00,4,tnc_2
23,23,39.74965033,-104.97848880000001,39.740236700000004,-104.9752365,1970-01-01 00:13:00,4,tnc_2
24,24,39.75655622,-104.9852325,39.75500239,-104.97950829999999,1970-01-01 00:13:00,3,tnc_1
25,25,39.76574475,-104.9788637,39.75032599,-104.99449070000001,1970-01-01 00:14:00,4,tnc_2
26,26,39.7550717,-104.99343400000001,39.75640535,-104.9831055,1970-01-01 00:15:00,2,tnc_1
27,27,39.74581284,-104.9858764,39.75257094,-104.98406259999999,1970-01-01 00:16:00,4,tnc_1
28,28,39.75173526,-104.98522609999999,39.75333378,-104.97540459999999,1970-01-01 00:17:00,1,tnc_1
29,29,39.76012772,-104.97733729999999,39.74205643,-104.98146640000002,1970-01-01 00:17:00,1,tnc_1
30,30,39.75409131,-104.9796084,39.75606145,-104.9879664,1970-01-01 00:17:00,2,tnc_2
31,31,39.75534043,-104.9875097,39.74057777,-104.9768064,1970-01-01 00:18:00,3,tnc_1
32,32,39.75014226,-104.9821858,39.74698624,-104.99271370000001,1970-01-01 00:19:00,1,tnc_2
33,33,39.75678806,-104.9755608,39.74919477,-104.97853880000001,1970-01-01 00:19:00,2,tnc_1
34,34,39.75875845,-104.98391880000001,39.75040132,-104.99555420000002,1970-01-01 00:21:00,1,tnc_1
35,35,39.74759589,-104.98835990000002,39.74380592,-104.9737726,1970-01-01 00:22:00,4,tnc_1
36,36,39.74953577,-104.98010900000001,39.76437826,-104.9790139,1970-01-01 00:22:00,3,tnc_2
37,37,39.74493778,-104.98972340000002,39.74391506,-104.9850131,1970-01-01 00:23:00,1,tnc_2
38,38,39.7438758,-104.9876966,39.75880016,-104.9748037,1970-01-01 00:24:00,4,tnc_1
39,39,39.74679942,-104.9868398,39.75663164,-104.98629609999999,1970-01-01 00:25:00,3,tnc_1
40,40,39.74289474,-104.9738727,39.74289215,-104.980303,1970-01-01 00:25:00,4,tnc_1
41,41,39.74152536,-104.98045309999999,39.74853953,-104.9984378,1970-01-01 00:26:00,4,tnc_1
42,42,39.75561147,-104.97515420000002,39.74486543,-104.98222959999998,1970-01-01 00:26:00,4,tnc_1
43,43,39.75435682,-104.9801152,39.75481236,-104.98006509999999,1970-01-01 00:28:00,1,tnc_1
44,44,39.753825799999994,-104.9791017,39.74122341,-104.9761997,1970-01-01 00:28:00,4,tnc_2
45,45,39.75628761,-104.991157,39.74148896,-104.9767063,1970-01-01 00:29:00,3,tnc_2
46,46,39.76445622,-104.97364590000001,39.74873921,-104.97858889999999,1970-01-01 00:30:00,4,tnc_1
47,47,39.75917764,-104.98012140000002,39.76031773,-104.97678049999999,1970-01-01 00:30:00,3,tnc_1
48,48,39.75705093,-104.9824987,39.74015558,-104.9870334,1970-01-01 00:30:00,3,tnc_1
49,49,39.74444898,-104.9795961,39.76335273,-104.9807344,1970-01-01 00:31:00,3,tnc_2
50,50,39.75093222,-104.99656770000001,39.74622915,-104.98851,1970-01-01 00:32:00,4,tnc_2
51,51,39.7423974,-104.9830364,39.75147257,-104.9782885,1970-01-01 00:32:00,3,tnc_2
52,52,39.74706491,-104.98734650000002,39.74596931,-104.9751423,1970-01-01 00:34:00,2,tnc_2
53,53,39.74721879,-104.9830428,39.76388369,-104.981748,1970-01-01 00:34:00,4,tnc_2
54,54,39.74581572,-104.9794459,39.76278527,-104.97597340000002,1970-01-01 00:34:00,4,tnc_1
55,55,39.76099971,-104.97992109999998,39.75811563,-104.97809440000002,1970-01-01 00:35:00,4,tnc_1
56,56,39.75993771,-104.97789409999999,39.7536329,-104.9860895,1970-01-01 00:36:00,3,tnc_2
57,57,39.75131889,-104.98259240000002,39.75481236,-104.98006509999999,1970-01-01 00:36:00,4,tnc_2
58,58,39.74027026,-104.98541329999999,39.75400987,-104.99140700000001,1970-01-01 00:36:00,4,tnc_1
59,59,39.75348204,-104.9839625,39.74551373,-104.97519240000001,1970-01-01 00:36:00,4,tnc_1
60,60,39.74520326,-104.99023009999999,39.74141345,-104.97564299999999,1970-01-01 00:37:00,1,tnc_1
61,61,39.75401303,-104.98497590000001,39.74513367,-104.97630579999999,1970-01-01 00:37:00,2,tnc_2
62,62,39.75013924,-104.9886166,39.74217102,-104.9798463,1970-01-01 00:37:00,1,tnc_1
63,63,39.74877824,-104.97590530000001,39.75845378,-104.98609590000001,1970-01-01 00:38:00,1,tnc_2
64,64,39.75861016,-104.9753605,39.7440297,-104.98339299999999,1970-01-01 00:38:00,2,tnc_2
65,65,39.74748705,-104.97711890000001,39.76365727,-104.9785572,1970-01-01 00:38:00,4,tnc_2
66,66,39.74927025,-104.97960230000001,39.76639024,-104.9782568,1970-01-01 00:40:00,3,tnc_2
67,67,39.76058054,-104.9837187,39.74167901,-104.9761496,1970-01-01 00:40:00,4,tnc_2
68,68,39.75629352,-104.97829469999999,39.7524955,-104.98299909999999,1970-01-01 00:41:00,3,tnc_2
69,69,39.75256437,-104.9969245,39.76236624,-104.979771,1970-01-01 00:41:00,2,tnc_1
70,70,39.75116505,-104.9868963,39.75785012,-104.97758770000002,1970-01-01 00:41:00,4,tnc_2
71,71,39.74908021,-104.98015900000001,39.74398722,-104.992507,1970-01-01 00:42:00,1,tnc_2
