request_id,o_lat,o_lon,d_lat,d_lon,departure_time,passengers
0,39.74721571,-104.9894734,39.74402659,-104.9898234,1970-01-01T00:02:00,2
1,39.7558352,-104.9847758,39.74251202,-104.9814164,1970-01-01T00:02:00,1
2,39.75248904,-104.995861,39.74775258,-104.9776256,1970-01-01T00:03:00,2
3,39.76289975,-104.974353,39.74615934,-104.9745856,1970-01-01T00:04:00,4
4,39.75804013,-104.9770309,39.75572344,-104.979965,1970-01-01T00:04:00,4
5,39.75025942,-104.9741349,39.74888392,-104.9935772,1970-01-01T00:05:00,1
6,39.74335033,-104.9738226,39.7454719,-104.9843063,1970-01-01T00:05:00,2
7,39.76369627,-104.9758732,39.74752345,-104.9808659,1970-01-01T00:05:00,1
8,39.7562153,-104.9836623,39.74410796,-104.9780261,1970-01-01T00:05:00,3
9,39.76168161,-104.9830618,39.7575091,-104.9760174,1970-01-01T00:06:00,4
10,39.74702561,-104.9900301,39.7426598,-104.9899734,1970-01-01T00:06:00,1
11,39.7502112,-104.9961109,39.7480936,-104.9791957,1970-01-01T00:06:00,4
12,39.75218765,-104.991607,39.76361821,-104.9812412,1970-01-01T00:07:00,3
13,39.75477591,-104.9763179,39.7601667,-104.9746535,1970-01-01T00:08:00,2
14,39.75040132,-104.9955542,39.74471158,-104.9865332,1970-01-01T00:09:00,1
15,39.76433919,-104.9816979,39.75317735,-104.9861395,1970-01-01T00:09:00,4
16,39.74653392,-104.9863331,39.76832667,-104.9764361,1970-01-01T00:10:00,3
17,39.75621223,-104.9900934,39.75682453,-104.9793081,1970-01-01T00:10:00,2
18,39.7500304,-104.9773753,39.75089632,-104.9928205,1970-01-01T00:10:00,1
19,39.74941484,-104.9945907,39.76335273,-104.9807344,1970-01-01T00:10:00,2
20,39.74843718,-104.9743352,39.75093222,-104.9965677,1970-01-01T00:12:00,1
21,39.756067,-104.9751041,39.74436745,-104.9913935,1970-01-01T00:13:00,3
22,39.74638586,-104.9777758,39.75784739,-104.9840189,1970-01-01T00:13:00,4
23,39.74965033,-104.9784888,39.7402367,-104.9752365,1970-01-01T00:13:00,4
24,39.75655622,-104.9852325,39.75500239,-104.9795083,1970-01-01T00:13:00,3
25,39.76574475,-104.9788637,39.75032599,-104.9944907,1970-01-01T00:14:00,4
26,39.7550717,-104.993434,39.75640535,-104.9831055,1970-01-01T00:15:00,2
27,39.74581284,-104.9858764,39.75257094,-104.9840626,1970-01-01T00:16:00,4
28,39.75173526,-104.9852261,39.75333378,-104.9754046,1970-01-01T00:17:00,1
29,39.76012772,-104.9773373,39.74205643,-104.9814664,1970-01-01T00:17:00,1
30,39.75409131,-104.9796084,39.75606145,-104.9879664,1970-01-01T00:17:00,2
31,39.75534043,-104.9875097,39.74057777,-104.9768064,1970-01-01T00:18:00,3
32,39.75014226,-104.9821858,39.74698624,-104.9927137,1970-01-01T00:19:00,1
33,39.75678806,-104.9755608,39.74919477,-104.9785388,1970-01-01T00:19:00,2
34,39.75875845,-104.9839188,39.75040132,-104.9955542,1970-01-01T00:21:00,1
35,39.74759589,-104.9883599,39.74380592,-104.9737726,1970-01-01T00:22:00,4
36,39.74953577,-104.980109,39.76437826,-104.9790139,1970-01-01T00:22:00,3
37,39.74493778,-104.9897234,39.74391506,-104.9850131,1970-01-01T00:23:00,1
38,39.7438758,-104.9876966,39.75880016,-104.9748037,1970-01-01T00:24:00,4
39,39.74679942,-104.9868398,39.75663164,-104.9862961,1970-01-01T00:25:00,3
40,39.74289474,-104.9738727,39.74289215,-104.980303,1970-01-01T00:25:00,4
41,39.74152536,-104.9804531,39.74853953,-104.9984378,1970-01-01T00:26:00,4
42,39.75561147,-104.9751542,39.74486543,-104.9822296,1970-01-01T00:26:00,4
43,39.75435682,-104.9801152,39.75481236,-104.9800651,1970-01-01T00:28:00,1
44,39.7538258,-104.9791017,39.74122341,-104.9761997,1970-01-01T00:28:00,4
45,39.75628761,-104.991157,39.74148896,-104.9767063,1970-01-01T00:29:00,3
46,39.76445622,-104.9736459,39.74873921,-104.9785889,1970-01-01T00:30:00,4
47,39.75917764,-104.9801214,39.76031773,-104.9767805,1970-01-01T00:30:00,3
48,39.75705093,-104.9824987,39.74015558,-104.9870334,1970-01-01T00:30:00,3
49,39.74444898,-104.9795961,39.76335273,-104.9807344,1970-01-01T00:31:00,3
50,39.75093222,-104.9965677,39.74622915,-104.98851,1970-01-01T00:32:00,4
51,39.7423974,-104.9830364,39.75147257,-104.9782885,1970-01-01T00:32:00,3
52,39.74706491,-104.9873465,39.74596931,-104.9751423,1970-01-01T00:34:00,2
53,39.74721879,-104.9830428,39.76388369,-104.981748,1970-01-01T00:34:00,4
54,39.74581572,-104.9794459,39.76278527,-104.9759734,1970-01-01T00:34:00,4
55,39.76099971,-104.9799211,39.75811563,-104.9780944,1970-01-01T00:35:00,4
56,39.75993771,-104.9778941,39.7536329,-104.9860895,1970-01-01T00:36:00,3
57,39.75131889,-104.9825924,39.75481236,-104.9800651,1970-01-01T00:36:00,4
58,39.74027026,-104.9854133,39.75400987,-104.991407,1970-01-01T00:36:00,4
59,39.75348204,-104.9839625,39.74551373,-104.9751924,1970-01-01T00:36:00,4
60,39.74520326,-104.9902301,39.74141345,-104.975643,1970-01-01T00:37:00,1
61,39.75401303,-104.9849759,39.74513367,-104.9763058,1970-01-01T00:37:00,2
62,39.75013924,-104.9886166,39.74217102,-104.9798463,1970-01-01T00:37:00,1
63,39.74877824,-104.9759053,39.75845378,-104.9860959,1970-01-01T00:38:00,1
64,39.75861016,-104.9753605,39.7440297,-104.983393,1970-01-01T00:38:00,2
65,39.74748705,-104.9771189,39.76365727,-104.9785572,1970-01-01T00:38:00,4
66,39.74927025,-104.9796023,39.76639024,-104.9782568,1970-01-01T00:40:00,3
67,39.76058054,-104.9837187,39.74167901,-104.9761496,1970-01-01T00:40:00,4
68,39.75629352,-104.9782947,39.7524955,-104.9829991,1970-01-01T00:41:00,3
69,39.75256437,-104.9969245,39.76236624,-104.979771,1970-01-01T00:41:00,2
70,39.75116505,-104.9868963,39.75785012,-104.9775877,1970-01-01T00:41:00,4
71,39.74908021,-104.980159,39.74398722,-104.992507,1970-01-01T00:42:00,1
72,39.74247565,-104.9776696,39.76601024,-104.9793705,1970-01-01T00:42:00,1
73,39.75754557,-104.9797648,39.74713694,-104.9948406,1970-01-01T00:42:00,2
74,39.76502377,-104.978407,39.75286927,-104.9947475,1970-01-01T00:42:00,3
75,39.75890931,-104.9860459,39.76396178,-104.97638,1970-01-01T00:43:00,2
76,39.7496867,-104.9822359,39.74095786,-104.975693,1970-01-01T00:44:00,3
77,39.74668135,-104.9948906,39.76403728,-104.9774435,1970-01-01T00:44:00,2
78,39.75253463,-104.9803154,39.74118147,-104.9853133,1970-01-01T00:44:00,3
79,39.754544,-104.9859894,39.75617611,-104.9863461,1970-01-01T00:44:00,2
80,39.74289215,-104.980303,39.74293124,-104.9776195,1970-01-01T00:44:00,4
81,39.76084874,-104.977794,39.74660601,-104.9938271,1970-01-01T00:44:00,3
82,39.74231891,-104.9884034,39.74034568,-104.9864767,1970-01-01T00:45:00,2
83,39.76483376,-104.9789638,39.75218765,-104.991607,1970-01-01T00:46:00,4
84,39.74850705,-104.9882599,39.76601024,-104.9793705,1970-01-01T00:47:00,3
85,39.75997671,-104.9752103,39.75837835,-104.9850324,1970-01-01T00:47:00,4
86,39.74592434,-104.9906868,39.74255114,-104.9787329,1970-01-01T00:48:00,3
87,39.74900188,-104.9855263,39.74823822,-104.9941839,1970-01-01T00:48:00,2
88,39.76183248,-104.9851889,39.74524819,-104.9746857,1970-01-01T00:49:00,4
89,39.7414077,-104.9885034,39.7453237,-104.9757491,1970-01-01T00:50:00,1
90,39.75336742,-104.9855827,39.76346726,-104.979114,1970-01-01T00:50:00,2
91,39.75712908,-104.977131,39.75318022,-104.9797085,1970-01-01T00:50:00,4
92,39.74755973,-104.9846129,39.75606145,-104.9879664,1970-01-01T00:51:00,3
93,39.76403728,-104.9774435,39.75047665,-104.9966177,1970-01-01T00:51:00,1
