vehicle_id,lat,lon,mechatronics_id,initial_soc
v0,40.7984742735505,-73.94350998147094,leaf_50,0.3
v1,40.776777000239896,-73.97164703882042,leaf_50,0.3
v2,40.77121426573277,-73.97922752394811,leaf_50,0.3
v3,40.84540039133043,-73.93137297617359,leaf_50,0.3
v4,40.806156137150865,-73.96716802895502,leaf_50,0.3
v5,40.796216584699714,-73.97712529737261,leaf_50,0.3
v6,40.805000157617314,-73.96080130321465,leaf_50,0.3
v7,40.77136031593367,-73.98495764621272,leaf_50,0.3
v8,40.76240499758326,-73.96939045339836,leaf_50,0.3
v9,40.80143281913658,-73.95691549979003,leaf_50,0.3
v10,40.71911847602327,-73.97469377493094,leaf_50,0.3
v11,40.87193811286783,-73.92804841924928,leaf_50,0.3
v12,40.71303468449257,-73.98229397693588,leaf_50,0.3
v13,40.7923634466754,-73.97959172743843,leaf_50,0.3
v14,40.704762316978304,-74.00975458900106,leaf_50,0.3
v15,40.77982460388891,-73.9632493655664,leaf_50,0.3
v16,40.73249327286091,-73.98818229647405,leaf_50,0.3
v17,40.74342483143737,-73.99773259494935,leaf_50,0.3
v18,40.77966379803012,-73.94272716466577,leaf_50,0.3
v19,40.867069917791454,-73.92736929142188,leaf_50,0.3
v20,40.746507426964286,-73.99405443384484,leaf_50,0.3
v21,40.751584888335415,-73.98473213861479,leaf_50,0.3
v22,40.784717411166994,-73.94058538372623,leaf_50,0.3
v23,40.798300774338806,-73.93466548629021,leaf_50,0.3
v24,40.85828452125677,-73.92627265497717,leaf_50,0.3
v25,40.86206020763971,-73.93292040861361,leaf_50,0.3
v26,40.86176774917545,-73.91975670828933,leaf_50,0.3
v27,40.721915181439066,-74.0017423377777,leaf_50,0.3
v28,40.81097791771692,-73.96771132007683,leaf_50,0.3
v29,40.86340925025863,-73.92014402182238,leaf_50,0.3
v30,40.86425306243549,-73.92676818623003,leaf_50,0.3
v31,40.71148640239616,-73.9976392654509,leaf_50,0.3
v32,40.75779079913919,-73.98784601026523,leaf_50,0.3
v33,40.79178369161782,-73.95089760925464,leaf_50,0.3
v34,40.82636655067858,-73.9383043437051,leaf_50,0.3
v35,40.75688225318883,-73.96319751301577,leaf_50,0.3
v36,40.74529167683431,-74.0058985096019,leaf_50,0.3
v37,40.77727860814362,-73.96761468349075,leaf_50,0.3
v38,40.73593083159588,-73.97532376105096,leaf_50,0.3
v39,40.82346567778492,-73.93627502409686,leaf_50,0.3
