vehicle_id,lat,lon,powertrain_id,powercurve_id,capacity,ideal_energy_limit,max_charge_acceptance,initial_soc
v0,-73.93503277633258,40.809907764451715,leaf,leaf,50,40,50,0.3
v1,-73.94297262742244,40.81898610721749,leaf,leaf,50,40,50,0.3
v2,-73.93139891183918,40.85262151304392,leaf,leaf,50,40,50,0.3
v3,-74.0012379274436,40.705288198859044,leaf,leaf,50,40,50,0.3
v4,-73.99305953647189,40.74706782387933,leaf,leaf,50,40,50,0.3
v5,-73.94377259488041,40.795237811303664,leaf,leaf,50,40,50,0.3
v6,-73.99786649757365,40.74404103749491,leaf,leaf,50,40,50,0.3
v7,-73.98693717371337,40.73845511834274,leaf,leaf,50,40,50,0.3
v8,-73.951161193256,40.823908543346676,leaf,leaf,50,40,50,0.3
v9,-73.93478435141442,40.81406879849792,leaf,leaf,50,40,50,0.3
v10,-74.00745478361712,40.7436351531439,leaf,leaf,50,40,50,0.3
v11,-73.99040181310663,40.72943479048856,leaf,leaf,50,40,50,0.3
v12,-73.94535969704738,40.843554278836905,leaf,leaf,50,40,50,0.3
v13,-73.95272007712595,40.784833335683544,leaf,leaf,50,40,50,0.3
v14,-73.96857142400827,40.76205774301352,leaf,leaf,50,40,50,0.3
v15,-74.00624224315091,40.758892218001314,leaf,leaf,50,40,50,0.3
v16,-73.97479155639309,40.79752078711239,leaf,leaf,50,40,50,0.3
v17,-73.9414122323957,40.81154154734521,leaf,leaf,50,40,50,0.3
v18,-73.99923434092119,40.74438668060358,leaf,leaf,50,40,50,0.3
v19,-73.95535949413764,40.80524723234055,leaf,leaf,50,40,50,0.3
v20,-73.94607821318716,40.790189145351334,leaf,leaf,50,40,50,0.3
v21,-74.01788917670599,40.70804283831556,leaf,leaf,50,40,50,0.3
v22,-74.00557821343321,40.7544793359614,leaf,leaf,50,40,50,0.3
v23,-73.9950518408252,40.76029604871386,leaf,leaf,50,40,50,0.3
v24,-73.91968857862773,40.86788192954045,leaf,leaf,50,40,50,0.3
v25,-73.93987878435439,40.798470519546626,leaf,leaf,50,40,50,0.3
v26,-73.914869349634,40.87366310597539,leaf,leaf,50,40,50,0.3
v27,-74.00603417340048,40.754594905556665,leaf,leaf,50,40,50,0.3
v28,-73.95142379635418,40.816927513403805,leaf,leaf,50,40,50,0.3
v29,-74.00655591333943,40.74057811526982,leaf,leaf,50,40,50,0.3
v30,-73.97643462504111,40.78805674009733,leaf,leaf,50,40,50,0.3
v31,-73.96385250147836,40.794724595581165,leaf,leaf,50,40,50,0.3
v32,-73.95989774550215,40.76268212410432,leaf,leaf,50,40,50,0.3
v33,-73.98299023090725,40.7530003336323,leaf,leaf,50,40,50,0.3
v34,-73.9433304386377,40.83880334768482,leaf,leaf,50,40,50,0.3
v35,-73.98858905464996,40.77561581250564,leaf,leaf,50,40,50,0.3
v36,-73.98266385632253,40.72466317756702,leaf,leaf,50,40,50,0.3
v37,-73.98296388089838,40.75864455703813,leaf,leaf,50,40,50,0.3
v38,-73.9867415046172,40.73134022959223,leaf,leaf,50,40,50,0.3
v39,-73.95584259988159,40.79973031177486,leaf,leaf,50,40,50,0.3
v40,-73.92106962646484,40.86542663804245,leaf,leaf,50,40,50,0.3
v41,-73.96975701553822,40.75247763244836,leaf,leaf,50,40,50,0.3
v42,-73.97480522655555,40.794700490670735,leaf,leaf,50,40,50,0.3
v43,-73.99983239829082,40.76292339037035,leaf,leaf,50,40,50,0.3
v44,-74.00328519019709,40.75672741076637,leaf,leaf,50,40,50,0.3
v45,-73.95212301094864,40.76635308521618,leaf,leaf,50,40,50,0.3
v46,-73.9472242708689,40.789071900537664,leaf,leaf,50,40,50,0.3
v47,-73.92628696582398,40.871002253221015,leaf,leaf,50,40,50,0.3
v48,-73.99318821644238,40.76830520405924,leaf,leaf,50,40,50,0.3
v49,-73.97182793242855,40.74876610480858,leaf,leaf,50,40,50,0.3
v50,-73.97376736502852,40.723841532016905,leaf,leaf,50,40,50,0.3
v51,-73.98650389407271,40.78215006446871,leaf,leaf,50,40,50,0.3
v52,-73.93554297170584,40.79877202800182,leaf,leaf,50,40,50,0.3
v53,-73.97883457060865,40.763247806111295,leaf,leaf,50,40,50,0.3
v54,-73.91237118549115,40.87160811451611,leaf,leaf,50,40,50,0.3
v55,-73.99519567454325,40.729227478421976,leaf,leaf,50,40,50,0.3
v56,-73.97351898383486,40.77743016330514,leaf,leaf,50,40,50,0.3
v57,-73.94805417863486,40.806196778196515,leaf,leaf,50,40,50,0.3
v58,-73.99976816479403,40.72754994989121,leaf,leaf,50,40,50,0.3
v59,-73.96583647032415,40.76136479880921,leaf,leaf,50,40,50,0.3
v60,-73.92605194518649,40.87234849422431,leaf,leaf,50,40,50,0.3
v61,-73.9960033685266,40.75205393913693,leaf,leaf,50,40,50,0.3
v62,-73.9789484802846,40.787286080917546,leaf,leaf,50,40,50,0.3
